Name (English),Region of Focus,Language,Entity owner (English),Parent entity (English),X (Twitter) handle,X (Twitter) URL,X (Twitter) Follower #,Facebook page,Facebook URL,Facebook Follower #,Instragram page,Instagram URL,Instagram Follower #,Threads account,Threads URL,Threads Follower #,YouTube account,YouTube URL,YouTube Subscriber #,TikTok account,TikTok URL,TikTok Subscriber #
Vica Li Eating Daily,Anglosphere,English,China Media Group (CMG),Central Publicity Department,,,,VicaLiDaily,https://www.facebook.com/VicaLiDaily,4300,,,,,,,,,,,,
Zhang Murtala,Nigeria,Hausa,China Media Group (CMG),Central Publicity Department,,,,Murtalazhang,https://www.facebook.com/Murtalazhang/,"1,200,000",,,,,,,,,,,,
Zhao Songmei (Mélina Zhao),la Francophonie,French,China Media Group (CMG),Central Publicity Department,,,,M%C3%A9lina-Zhao-117780106328613,https://www.facebook.com/M%C3%A9lina-Zhao-117780106328613/,664,,,,,,,,,,,,
JSChina_Com_Cn,Jiangsu,Chinese,"Jiangsu Zhongjiang Network Media Co., Ltd.",Jiangsu Provincial People's Government,,,,profile.php?id=100068609386301,https://www.facebook.com/profile.php?id=100068609386301,5,,,,,,,,,,,,
Chinese Consulate General in Alexandria,Egypt,Arabic,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,ChinaConsulAlex,https://www.facebook.com/ChinaConsulAlex,5100,,,,,,,,,,,,
Chinese Consulate General in Ho Chi Minh City,Vietnam,Vietnamese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,ChineseConsulateinHCM,https://www.facebook.com/ChineseConsulateinHCM,43000,,,,,,,,,,,,
Chinese Consulate General in Kolkata,India,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,profile.php?id=100087493236662,https://www.facebook.com/profile.php?id=100087493236662,45,,,,,,,,,,,,
Chinese Consulate General in Kuching,Malaysia,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,profile.php?id=61550978094668,https://www.facebook.com/profile.php?id=61550978094668,5,,,,,,,,,,,,
Chinese Consulate General in Penang,Malaysia,Chinese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,chinaconsulateinpenang,https://www.facebook.com/chinaconsulateinpenang,2600,,,,,,,,,,,,
Chinese Embassy in Bangladesh,Bangladesh,Bengali,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,chinaembd,https://www.facebook.com/chinaembd,240000,,,,,,,,,,,,
Chinese Embassy in Barbados,Barbados,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,ChineseEmbassyinBB,https://www.facebook.com/ChineseEmbassyinBB,491,,,,,,,,,,,,
Chinese Embassy in Botswana,Botswana,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,bw.chineseembassy,https://www.facebook.com/bw.chineseembassy,41000,,,,,,,,,,,,
Chinese Embassy in Bulgaria,Bulgaria,Bulgarian,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,chineseembassyinbulgaria,https://www.facebook.com/chineseembassyinbulgaria,1600,,,,,,,,,,,,
Chinese Embassy in Cambodia,Cambodia,Khmer,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,ChineseEmbassyCambodia,https://www.facebook.com/ChineseEmbassyCambodia,78000,,,,,,,,,,,,
Chinese Embassy in Guyana,Guyana,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,ChineseEmbassyinGuyana,https://www.facebook.com/ChineseEmbassyinGuyana,2400,,,,,,,,,,,,
Chinese Embassy in Iceland,Iceland,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,ChinaInIceland,https://www.facebook.com/ChinaInIceland,989,,,,,,,,,,,,
Chinese Embassy in Lebanon,Lebanon,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,ChinainLebanon,https://www.facebook.com/ChinainLebanon,4000,,,,,,,,,,,,
Chinese Embassy in Malaysia,Malaysia,Chinese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,chinaembmyCN,https://www.facebook.com/chinaembmyCN,114000,,,,,,,,,,,,
Chinese Embassy in Mongolia,Mongolia,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,profile.php?id=100063544484530,https://www.facebook.com/profile.php?id=100063544484530,4100,,,,,,,,,,,,
Chinese Embassy in Myanmar,Myanmar,Burmese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,paukphawfriendship,https://www.facebook.com/paukphawfriendship,263000,,,,,,,,,,,,
Chinese Embassy in North Macedonia,North Macedonia,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,chinaembassynmk,https://www.facebook.com/chinaembassynmk,4300,,,,,,,,,,,,
Chinese Embassy in Norway,Norway,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,ChinaInNorway,https://www.facebook.com/ChinaInNorway,5100,,,,,,,,,,,,
Chinese Embassy in Sierra Leone,Sierra Leone,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,profile.php?id=100064919281086,https://www.facebook.com/profile.php?id=100064919281086,12000,,,,,,,,,,,,
Chinese Embassy in Singapore,Singapore,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,Chinaemb.SG,https://www.facebook.com/Chinaemb.SG,101000,,,,,,,,,,,,
Chinese Embassy in South Africa,South Africa,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,chinainsa,https://www.facebook.com/chinainsa,76000,,,,,,,,,,,,
Chinese Embassy in Trinidad and Tobago,Trinidad and Tobago,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,ChineseEmbinTT,https://www.facebook.com/ChineseEmbinTT,1100,,,,,,,,,,,,
Chinese Embassy in Vietnam,Vietnam,Vietnamese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,ChineseEmbassyinHanoi,https://www.facebook.com/ChineseEmbassyinHanoi,47000,,,,,,,,,,,,
Xiao Junzheng,Greece,English,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,profile.php?id=100076260574528,https://www.facebook.com/profile.php?id=100076260574528,1000,,,,,,,,,,,,
Yang Gang,Singapore,Chinese,Ministry of Foreign Affairs,Ministry of Foreign Affairs,,,,profile.php?id=100085710623943,https://www.facebook.com/profile.php?id=100085710623943,1700,,,,,,,,,,,,
Chinese Office of the Commissioner in Hong Kong,Hong Kong,Chinese,Office of the Commissioner of the Ministry of Foreign Affairs of the People's Republic of China in the Hong Kong Special Administrative Region,Ministry of Foreign Affairs,,,,MFAofficeHK,https://www.facebook.com/MFAofficeHK,853000,,,,,,,,,,,,
Shiting Wenshan,Yunnan,Chinese,Wenshan Radio & Television Station,Wenshan Municipal People's Government,,,,视听文山-100068200601004,https://www.facebook.com/p/%E8%A7%86%E5%90%AC%E6%96%87%E5%B1%B1-100068200601004/,15,,,,,,,,,,,,
New Marco Polo,Anglosphere,English,Xinhua News Agency,State Council,,,,marcopolo.beijing/,https://www.facebook.com/marcopolo.beijing/,2300000,,,,,,,,,,,,
Xinhua Hong Kong,Hong Kong,Chinese,Xinhua News Agency,State Council,,,,XinhuaHK,https://www.facebook.com/XinhuaHK,1400000,,,,,,,,,,,,
